Issue ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
119493,Impress,open-import,issues,CLOSED,FIXED,[From Symphony] AOO crash if a connector which connected to PPT table,2012/12/26 7:32
88445,Installation,ui,olaf-openoffice,CLOSED,FIXED,ooo-dev_m9: Installation of language packs impossible - integrated,2008/4/30 7:25
2379,Impress,ui,christian.guenther,CLOSED,FIXED,": Position of the text, title or the object box can be altered in spite of checking it as a protected box",2003/9/8 16:54
668,Installation,ui,non-migrated,CLOSED,FIXED,Network Installation (/net) doesn't work,2013/8/7 15:26
6528,Infrastructure,Downloads,issues,CLOSED,FIXED,The link "642 ODK (Developers' Kit)" doesn't work,2004/10/15 4:20
7802,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Description for using symlinks; & warning,2004/3/22 16:09
2153,Internationalization,code,ooo,CLOSED,FIXED,crash after content input,2013/8/7 15:00
11107,Native-Lang,de,issues,CLOSED,FIXED,Replace new project path - Neuen Projectpfad ersetzen,2012/2/7 22:01
72700,Internationalization,code,ooo,CLOSED,FIXED,Upgrading libicu* on Solaris fails,2013/8/7 15:01
734,Infrastructure,Downloads,non-migrated,CLOSED,FIXED,Cannot download solver619_solaris_sparc.tar.gz,2004/10/13 8:33
32204,Installation,code,Joost.Andrae,CLOSED,FIXED,setup unpacks but stops on Solaris 8,2004/8/2 9:57
65859,Installation,code,ruediger.timm,CLOSED,FIXED,Broken cabinet file,2006/5/31 12:11
19797,Infrastructure,Upgrade,stx123,CLOSED,FIXED,Messages are not archived,2004/10/1 10:21
68826,Internationalization,code,ivo.hinkelmann,CLOSED,FIXED,transex3/export.hxx includes missing directory.hxx,2013/8/7 15:02
16872,Internationalization,code,olaf-openoffice,CLOSED,FIXED,Crash in i18npool component_getFactory() upon startup,2013/8/7 15:00
33399,Installation,ui,b.osi.ooo,CLOSED,FIXED,Milestone number missing in bootsraprc for native installation,2004/9/6 10:23
30739,Installation,code,nesshof,CLOSED,FIXED,W32 build breaks in setup_native,2004/9/28 18:08
5723,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,new cvs alias for accessibility,2003/12/6 14:52
195,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,missing kb flag in tools/solenv/unxsoli3/bin,2003/12/6 14:52
34156,Installation,code,oliver.bolte,CLOSED,FIXED,Can't register commonwizards.jar,2004/9/14 15:56
38341,Impress,ui,b.osi.ooo,CLOSED,FIXED,crash on switching the view,2005/1/3 5:15
33782,Installation,code,hans-joachim.lankenau,CLOSED,FIXED,building wizards module writes to same jarfile from several directories,2004/11/3 4:40
41978,Installation,code,chne,CLOSED,FIXED,userland setup try to install jdk,2005/2/10 11:26
6790,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,creating an attachment for an issue fails,2003/12/27 10:23
2266,Infrastructure,Downloads,lsuarezpotts,CLOSED,FIXED,Specify upload path on extranet,2003/12/6 14:52
38297,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when loading company takeover sample,2004/12/16 11:29
14262,Infrastructure,_openoffice.org CVS (obsolete),nesshof,CLOSED,FIXED,regexp and i18nutil are missing on anoncvs.services.openoffice.org,2003/12/6 14:52
6397,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,SC Users  have no corresponding IZ user (was IZ ITR issues),2003/12/27 10:23
52061,Impress,code,eric.bachard,CLOSED,FIXED,break in slideshow caused by changes in animations,2005/7/19 13:11
4182,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,"patch for CVSROOT/modules on anoncvs: add icu, translation, zlib",2003/12/6 14:52
29635,Installation,ui,Joost.Andrae,CLOSED,FIXED,dialog controls render tiny because of missing bitmaps,2010/10/23 15:46
57186,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when starting impress on patched multi language system,2005/11/10 12:21
33983,Internationalization,ui,gregor.hartmann,CLOSED,FIXED,Wrong encoding for strings in SRX645_m46,2013/8/7 15:00
774,Math,code,michael.ruess,CLOSED,FIXED,Assertion: Error: identifier really finished? (compatibility!),2003/12/6 14:52
38282,Impress,ui,wolframgarten,CLOSED,FIXED,Running fullscreen presentation only covers part of the window,2004/12/7 10:31
34894,Installation,code,ulf.stroehler,CLOSED,FIXED,Installation deletes a directory without warning.,2004/10/12 19:59
37759,Installation,code,ruediger.timm,CLOSED,FIXED,language packs get packed into wrond directories,2004/12/3 13:23
1401,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,Login required for submitting issues despite being logged in as ST,2003/12/6 14:52
64902,Infrastructure,_openoffice.org CVS (obsolete),stx123,CLOSED,FIXED,anoncvs doesn't respond,2007/9/22 21:41
24914,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,MX servers are not responding,2004/8/31 17:54
11342,Math,code,michael.ruess,CLOSED,FIXED,math formula OO<-->Word97 does not work,2013/8/7 14:56
31278,Impress,code,wolframgarten,CLOSED,FIXED,Stamp-sized presentation display on Gnome/Linux,2004/9/17 15:26
31855,Impress,ui,ruediger.timm,CLOSED,FIXED,Linux non-pro: smoketest hangs in 'presentation',2004/7/26 10:39
73353,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,Mailserver rejecting all emails from jpmcc,2007/1/22 13:32
1326,Infrastructure,Upgrade,lsuarezpotts,CLOSED,FIXED,License type for projects has to be changed at upgrade,2003/12/6 14:52
2219,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,openoffice.org not reachable,2003/12/6 14:52
113111,Installation,code,vladimir.glazounov,CLOSED,FIXED,scp2: fails to build on unxlngi6,2010/10/16 0:53
34269,Installation,code,ingo.schmidt-rosbiegal,CLOSED,FIXED,instsetoo_native: missing files for languages (fallback to en-US)?,2004/11/26 16:44
528,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,CVS tunnel not working,2004/8/2 20:45
3237,Impress,code,christian.guenther,CLOSED,FIXED,OO (and SO6) will crash if I cut and paste 2 slides from one presentation.,2003/9/8 16:54
42324,Impress,code,oc,CLOSED,FIXED,NVIDIA graphic freezes while starting impress on Win,2005/2/10 9:37
5143,Infrastructure,_openoffice.org administrative interface (obsolete),non-migrated,CLOSED,FIXED,All project roles not listed,2003/12/6 14:52
1792,Installation,ui,olaf-openoffice,CLOSED,FIXED,Installation crashes on RH7.1 and SuSE7.2 and 7.3,2003/9/8 16:53
63157,Infrastructure,_openoffice.org CVS (obsolete),fridrich.strba,CLOSED,FIXED,"Due to a possible security hazard, change my ssh key, please",2008/12/5 17:12
1184,Impress,ui,tino.rachui,CLOSED,FIXED,Chinese Presentation,2003/12/6 14:52
3098,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,"new module alias to be added to CVSROOT/modules (neon, psprint_config, filter, expat)",2003/12/6 14:52
91498,Installation,code,max.odendahl,CLOSED,FIXED,m23:  ERROR: msm file not found:  !,2008/8/1 10:19
83281,Internationalization,code,ivo.hinkelmann,CLOSED,FIXED,to-be-SRC680_m236: dbaccess: merging StringList,2013/8/7 15:01
32849,Installation,code,ingo.schmidt-rosbiegal,CLOSED,FIXED,instset_native windows:  cannot register ldapbe2.uno.dll,2004/11/29 10:57
36215,Infrastructure,_openoffice.org CVS (obsolete),sanavia,CLOSED,FIXED,Submition of ssh key,2008/4/29 12:31
80858,Internationalization,ui,ivo.hinkelmann,CLOSED,FIXED,UI of the RPT has not translated strings,2013/8/7 15:01
107239,Installation,code,kurt.zenker,CLOSED,FIXED,Java GUI installer doesn't work,2010/1/20 19:02
41873,Installation,code,andreas.treumann,CLOSED,FIXED,Installation on Solaris X86 with Desktopintegration fails,2005/2/4 11:01
32605,Installation,code,jogi,CLOSED,FIXED,Milestone number missing in bootsraprc,2010/11/10 15:55
122156,Impress,ui,orw,CLOSED,FIXED,[sidebar] properties panel refresh incorrectly sometime,2013/5/7 14:48
119874,Impress,formatting,issues,CLOSED,FIXED,[From Symphony]The vertical text alignment of the placeholder is wrong while opening the ppt file in AOO,2012/12/26 8:09
119860,Impress,formatting,issues,CLOSED,FIXED,[From Symphony]The position of conncector change after save to another ppt by AOO,2012/12/26 8:02
80502,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Restart of the site is slow,2012/3/1 21:52
4832,Installation,code,falko.tesch,CLOSED,FIXED,File associations,2003/10/15 9:14
2287,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,QA contact not changed after changing the project,2008/5/17 23:44
29760,Installation,ui,hans-joachim.lankenau,CLOSED,FIXED,setup -deinstall doesn't work,2013/8/7 15:26
36833,Installation,ui,uwe.luebbers,CLOSED,FIXED,New document/app icons for unix taskbar,2010/10/23 7:20
35789,Impress,save-export,jogi,CLOSED,FIXED,RNG: Invalid protection attributes,2004/12/8 13:42
92864,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when copying slide in slide sorter,2008/9/9 17:47
50468,Impress,open-import,christian.guenther,CLOSED,FIXED,Crash when I load a so7-file,2005/7/19 18:01
10496,Internationalization,code,hans-joachim.lankenau,CLOSED,FIXED,"Add CZECH, SLOVAK and ESTONIAN support to all mandatory OOo modules",2013/8/7 15:00
47937,Internationalization,code,os_ooo,CLOSED,FIXED,strings cannot be moerged,2013/8/7 15:00
18385,Installation,code,olaf-openoffice,CLOSED,FIXED,Upgrading OOo 1.0.3 to 1.1RC3 crashes the whloe app,2003/9/10 13:46
1940,Installation,ui,dirk.voelzke,CLOSED,FIXED,remove -net option (better and easier behaviour),2004/5/6 11:22
70230,imported-component,imported-subcomponent,non-migrated,CLOSED,FIXED,IMPORTED:IMPORTED:smoke test,2011/4/18 9:39
45769,Impress,ui,wolframgarten,CLOSED,FIXED,crash during redo of paste page,2005/4/19 12:00
52340,Impress,ui,christian.guenther,CLOSED,FIXED,Crash when I copy paste a slide in the slide sorter bar.,2005/10/13 13:59
32626,Math,code,jack.warchold,CLOSED,FIXED,OASIS2: Please test old and new XML file format in math application,2013/8/7 14:55
58649,Impress,editing,wolframgarten,CLOSED,FIXED,Impress crashes when make undo (the title text box stay in editing mode),2013/8/7 15:20
38204,Impress,ui,wolframgarten,CLOSED,FIXED,No master templates in task pane,2005/3/1 16:00
1072,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,features@test.openoffice.org doesn't work anymore,2003/12/6 14:52
36117,Impress,code,jogi,CLOSED,FIXED,Fonts run out and loose color in some cases,2005/1/28 14:27
55625,Impress,ui,christian.guenther,CLOSED,FIXED,Crash when I save the bugdoc in SO5 format and load it again,2005/11/7 17:34
22869,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,Search of HTML content doesn't work,2004/7/6 18:17
41916,Impress,ui,wolframgarten,CLOSED,FIXED,Notes pages not loaded,2005/2/9 12:52
39976,Impress,ui,christian.guenther,CLOSED,FIXED,crash when I change into the outlineview,2005/4/1 15:26
32276,Installation,code,thorsten.martens,CLOSED,FIXED,System integartion of new file formats (Windows),2004/11/23 10:58
2522,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,NNTP Service for openoffice still needs historical posts,2003/12/6 14:52
58376,Impress,ui,wolframgarten,CLOSED,FIXED,Seg fault when ending impress with closer,2013/8/7 15:20
66379,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,[STAGE] features@test.stage.openoffice.org strips message parts of type text/html,2012/3/1 21:59
35352,Math,code,Joost.Andrae,CLOSED,FIXED,performance: Math initial startup takes too long,2013/8/7 14:55
45319,Impress,ui,christian.guenther,CLOSED,FIXED,crash when assigning 1st level paragraphs to multiselection,2005/4/8 10:32
72828,Impress,formatting,wolframgarten,CLOSED,FIXED,Hypertext link and animation result in incorrect or missing links,2008/8/14 16:12
53696,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when loading another slide and switching to custom animation,2005/12/15 10:04
35067,Infrastructure,Downloads,issues,CLOSED,FIXED,Mirror TU-Braunschweig is down,2007/1/11 11:20
76395,Impress,printing,sven.jacobi,CLOSED,FIXED,Printing of handouts only includes very low-res version of embedded bitmap graphics,2010/2/22 15:09
30722,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,XML export failed for Issue 30699,2007/2/23 9:06
36832,Installation,ui,uwe.luebbers,CLOSED,FIXED,"New document and applications icons for CDE, GNOME, KDE",2004/12/13 14:11
35792,Impress,save-export,jogi,CLOSED,FIXED,RNG: invalid writing mode attribute,2004/12/8 13:52
42532,Installation,code,olaf-openoffice,CLOSED,FIXED,File conflict: stt680en-US.res in -core08 and -testtool,2010/10/22 19:29
71897,Infrastructure,Mailing lists,non-migrated,RESOLVED,FIXED,allfeatures@openoffice.org being spammed,2009/1/19 9:39
42847,Impress,save-export,christian.guenther,CLOSED,FIXED,Presentation arbitrarily loosing data,2005/4/21 11:47
15718,Internationalization,BiDi,michael.ruess,CLOSED,FIXED,Text boxes incorrectly mirror their position in rtl documents,2013/8/7 15:00
86039,Installation,code,olaf-openoffice,CLOSED,FIXED,Bundled extension not working in cws supdremove02,2008/4/18 12:42
49966,Impress,open-import,christian.guenther,CLOSED,FIXED,Opening powerpoint file crash presentation,2005/7/19 17:46
70127,Infrastructure,Mailing lists,non-migrated,RESOLVED,FIXED,Reuse SMTP connections,2009/1/19 12:18
42578,Impress,open-import,wolframgarten,CLOSED,FIXED,data lost after saving the bugdoc in so 7 format,2005/7/18 13:13
55719,Internationalization,BiDi,stefan.baltzer,CLOSED,FIXED,No printing of text when UI language is RTL,2013/8/7 15:00
45026,Impress,code,wolframgarten,CLOSED,FIXED,oo.org remains in memory when presentation wizard closed,2005/3/30 12:53
26963,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Stats not accessible,2004/8/31 19:34
94831,Impress,open-import,wolframgarten,CLOSED,FIXED,OOo freeze with 100% CPU when importing some PPT file,2009/3/11 14:29
34294,Installation,code,thorsten.martens,CLOSED,FIXED,ooofilt.dll cannot be registered within native installer,2004/11/23 10:38
23160,Infrastructure,Upgrade,disabled,CLOSED,FIXED,test of staticized pages,2004/1/14 13:37
42043,Impress,ui,wolframgarten,CLOSED,FIXED,Showstopper: layout textboxes too small,2005/2/9 12:50
86889,Installation,code,pavel,CLOSED,FIXED,to-be-DEV300_m2: cygpath: cannot create short name of f:\home\pavel\BuildDir\bin,2008/6/28 14:03
1453,Infrastructure,Bugzilla,non-migrated,RESOLVED,FIXED,"""Started"" is not an acceptable status for a bug that has merely been accepted",2009/1/23 6:52
40164,Impress,ui,wolframgarten,CLOSED,FIXED,Crash in Slide Layout dialog,2005/1/31 12:11
37239,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when assingning two master slide designs affter another,2005/1/5 11:58
43307,Impress,ui,wolframgarten,CLOSED,FIXED,Crash after trying to open deleted ppt ile,2005/3/14 15:10
45378,Internationalization,ui,phill.zhang,CLOSED,FIXED,Chinese display quality can not be accept in the OLH,2013/8/7 15:00
23341,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,tunnel established but unable to commit,2004/8/4 20:04
45433,Impress,editing,christian.guenther,CLOSED,FIXED,Crash in "Effect Options" dialog for loaded file with custom sound,2005/4/8 10:34
53967,Impress,editing,wolframgarten,CLOSED,FIXED,Crash when trying to insert floating frame.,2005/11/11 8:29
71993,Installation,code,stefan.baltzer,CLOSED,FIXED,Polish dictionaries not installed by default,2007/11/5 11:38
8731,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Broken file - Server shows all CVS versions simultaneously,2003/12/6 14:52
80874,Infrastructure,Bugzilla,non-migrated,RESOLVED,FIXED,IZ-CRM connection problems,2007/10/19 8:32
24019,Internationalization,BiDi,christian.guenther,CLOSED,FIXED,alphanumeric list becomes bullets when importing from powerpoint,2013/8/7 15:00
55787,Impress,ui,christian.guenther,CLOSED,FIXED,Impress autopilot: Office crash when I show the review of a *.sda File.,2005/11/11 14:34
23736,Infrastructure,_openoffice.org CVS (obsolete),nesshof,CLOSED,FIXED,CVS update too often locked by httpd,2004/11/26 16:57
42531,Installation,code,olaf-openoffice,CLOSED,FIXED,File conflict: libswui680li.so in -core05 and -writer,2005/4/12 15:06
6674,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,OpenOffice.org Unreachable if ECN is enabled.,2003/12/6 14:52
58603,Impress,ui,christian.guenther,CLOSED,FIXED,"Loosing text when I use promote, demote and move up.",2013/8/7 15:20
1399,Infrastructure,Upgrade,lsuarezpotts,CLOSED,FIXED,URLs for mailing list archives have to be changed,2013/8/7 15:24
51670,Math,code,michael.ruess,CLOSED,FIXED,WW8: some OLE objects lost when exporting,2013/8/7 14:55
11947,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,2 versions are shown simultaneously,2004/8/2 22:45
6507,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,anoncvs is not updated,2003/12/6 14:52
38377,Impress,open-import,christian.guenther,CLOSED,FIXED,Crash when I import PPT-Files.,2005/2/3 10:46
27305,Internationalization,code,stefan.baltzer,CLOSED,FIXED,Text loose formating after press "Enter" in 1.1.1RC3 pt-br,2004/7/12 15:55
46609,Impress,ui,wolframgarten,CLOSED,FIXED,Crash after dragging task pane to bottom,2005/4/20 8:57
42812,Impress,code,wolframgarten,CLOSED,FIXED,attached presentation crashes impress,2005/3/21 14:13
60817,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,Mail List Archives stopped at 2006-1-17 and are not updated [Patch -11],2008/5/17 23:34
3393,Internationalization,code,peter.junge,CLOSED,FIXED,Regular Expressions Don't  Seem to work,2013/8/7 15:00
5387,Installation,ui,olaf-openoffice,CLOSED,FIXED,OOo reassociates Windows .doc files; uninstalling does not reassociate,2003/9/8 16:53
59323,Impress,programming,wolframgarten,CLOSED,FIXED,crash when do Find in different view,2013/8/7 15:20
54734,Installation,ui,nesshof,CLOSED,FIXED,license and horizontal rule in it,2006/2/24 11:21
36406,Impress,ui,wolframgarten,CLOSED,FIXED,Crash during Slideshow of the attached MS-Office-Presentation,2004/11/25 16:28
99293,Internationalization,ui,eric.savary,CLOSED,FIXED,Japanese UI font is smaller than OOo 3.0 on UNIX platform,2013/8/7 15:02
34329,Installation,code,thorsten.martens,CLOSED,FIXED,shlxthdl.dll failing to register,2005/1/22 12:43
34622,Native-Lang,www,mdkidiri,CLOSED,FIXED,Attach SSH2 Key to Sango Laguage Project,2008/5/17 23:28
23740,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,updated web page: server still shows old one / make publish output available,2008/5/17 23:51
23840,Infrastructure,Website general issues,scarr,CLOSED,FIXED,"After Login, each of the Project Pages loses Login",2012/1/29 22:14
661,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,lang project page,2003/12/6 14:52
36828,Installation,ui,uwe.luebbers,CLOSED,FIXED,System "New" menu contains entries for both new and old document formats,2004/12/13 11:33
1428,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,mailing list archive (date sorted)  put new posts on bottom - very slow,2003/12/6 14:52
43451,Impress,ui,christian.guenther,CLOSED,FIXED,Crash when I change a wrong word in the spellchecker,2005/4/8 10:28
7840,Infrastructure,Downloads,non-migrated,CLOSED,FIXED,Cleanup of old builds on sf1,2003/12/6 14:52
76125,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,[Stage] cvs rdiff command broken,2007/5/10 9:39
20373,Installation,code,olaf-openoffice,CLOSED,FIXED,Q-PCD ConfigAdminDeploy-9: gui based installer,2004/9/21 10:29
60268,Installation,code,olaf-openoffice,CLOSED,FIXED,openofficeorg-emailmerge package errors,2006/1/19 11:27
1592,Infrastructure,Upgrade,stx123,CLOSED,FIXED,Approval of documents not possible for project owner,2003/12/6 14:52
24325,Infrastructure,Mailing lists,non-migrated,RESOLVED,FIXED,help the moderated mails to get answered properly,2009/1/28 11:12
21123,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Site Monitoring Data is not updated,2003/12/6 14:52
12340,Infrastructure,Downloads,stx123,CLOSED,FIXED,Please remove directory /stable/1.0.2_sdk/stable/ from sf1/ny1,2003/12/6 14:52
1460,Infrastructure,_openoffice.org administrative interface (obsolete),non-migrated,CLOSED,FIXED,Domain roles can't be deleted,2008/5/17 23:05
22902,Infrastructure,Upgrade,disabled,CLOSED,FIXED,Disable "Enforce click-through",2003/12/22 18:05
42225,Impress,ui,wolframgarten,CLOSED,FIXED,Showstopper: Hanging when playing presentation with ole,2005/2/9 12:47
53298,Math,code,michael.ruess,CLOSED,FIXED,Overlength formulas inside a table crash writer app.,2013/8/7 14:55
102534,Impress,ui,Armin.Le.Grand,CLOSED,FIXED,Crash when selecting emphasis custom animation,2009/9/3 12:48
55166,Impress,viewing,wolframgarten,CLOSED,FIXED,OO crash when Slide Show contour text with numbering type,2005/11/10 13:18
23993,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,IZ anybody can change every field of an issue,2008/5/16 3:32
34825,Installation,ui,olaf-openoffice,CLOSED,FIXED,User installation must be redirectable,2005/3/31 14:01
34881,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when I delete the first Slide in the notes view.,2004/11/4 8:31
23650,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,Permission  Issue Tracker Submit doesn't allow attachments / voting,2004/8/31 18:56
15453,Internationalization,ui,falko.tesch,CLOSED,FIXED,Can't disable spacing between CJK and LATIN characters,2013/8/7 15:00
33140,Installation,code,uwe.luebbers,CLOSED,FIXED,shellnew files for new file types,2004/12/13 11:21
38293,Impress,ui,wolframgarten,CLOSED,FIXED,Impress crashes when applying 5 layouts,2005/1/14 13:21
92147,Installation,code,olaf-openoffice,CLOSED,FIXED,no dict DE in Installation Packages,2010/4/6 8:39
3021,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,cvs rdiff does not work,2003/12/6 14:52
37913,Installation,code,kurt.zenker,CLOSED,FIXED,smoketestoo_native fails for w32-tcsh,2005/2/22 13:15
59838,Impress,editing,christian.guenther,CLOSED,FIXED,Text Formatting is COMPLETELY disable,2013/8/7 15:20
1462,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,IZ whine mails are not working anymore,2013/8/7 15:24
42570,Impress,ui,christian.guenther,CLOSED,FIXED,Effects vanish or are wrong when I import an so7 document.,2005/4/21 12:29
51188,Impress,open-import,wolframgarten,CLOSED,FIXED,Crash when opening a big powerpoint document,2005/9/28 13:41
450,Installation,code,ingo.schmidt-rosbiegal,CLOSED,FIXED,restructuring of readlicense module,2013/8/7 15:26
19808,Infrastructure,Upgrade,disabled,CLOSED,FIXED,My Issues query can be overwritten and not be reset,2003/12/6 14:52
1118,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,Homepage below Roadmap is broken,2003/12/6 14:52
56258,Impress,ui,christian.guenther,CLOSED,FIXED,Office freeze when I start an custom animation,2005/12/16 10:14
63886,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,openoffice.org SMTP not reachable from outside,2006/4/1 17:11
9795,Internationalization,BiDi,oc,CLOSED,FIXED,HTML export prefrences are missing Hebrew in the character set list,2013/8/7 15:02
99671,Internationalization,ui,andre.schnabel,CLOSED,FIXED,"DE: unlocalized strings ('Icons', ""Anti-Aliasing"") in Tools - Options - View dialog",2013/8/7 15:02
42423,Impress,ui,christian.guenther,CLOSED,FIXED,Presentation wizard: crash when I select a slide transition.,2007/1/25 9:14
34870,Impress,ui,wolframgarten,CLOSED,FIXED,Impress crash when I delete a masterpage and close the doc.,2004/11/4 8:33
32518,Installation,code,andreas.treumann,CLOSED,FIXED,installation of en_US native instset isn't possible,2004/9/21 15:21
10062,Installation,ui,non-migrated,CLOSED,FIXED,OpenOffice.org is showing as version 1.0.1 when it is in fact 1.0.2,2003/9/8 16:53
58771,Impress,programming,wolframgarten,CLOSED,FIXED,crash after the following steps,2013/8/7 15:20
650,Math,ui,michael.ruess,CLOSED,FIXED,No Fonts exported to MML,2003/12/6 14:52
58428,Impress,save-export,christian.guenther,CLOSED,FIXED,PPT export: Sound vanish when I save a presentation as PPT,2006/5/8 15:39
16256,Infrastructure,Website general issues,khendricks,CLOSED,FIXED,spell checker and Thesaurus does not function on Solaris sparc release,2013/2/24 20:34
39895,Impress,open-import,wolframgarten,CLOSED,FIXED,images from sxw get lost,2010/11/10 16:01
49761,Impress,editing,christian.guenther,CLOSED,FIXED,Copying a slide master crashes Impress,2005/7/25 13:53
1415,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,l10n/localization links are broken,2013/8/7 15:24
51579,Impress,editing,christian.guenther,CLOSED,FIXED,all modules crash when importing this tiff image,2006/5/9 9:41
4340,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,IssueZilla "assimilates" HTML attachment,2003/12/27 10:23
58769,Impress,programming,wolframgarten,CLOSED,FIXED,crash in close the document after I add and delete a master page in notes master view,2013/8/7 15:20
1461,Infrastructure,_openoffice.org administrative interface (obsolete),non-migrated,RESOLVED,FIXED,No mean to detect all users which have a specific role,2009/1/23 6:54
38950,Impress,ui,wolframgarten,CLOSED,FIXED,Impress crashes if PDF button clicked in slidesorter view,2005/1/31 13:43
13075,Impress,ui,christian.guenther,CLOSED,FIXED,1.0.2 Impress Unable to Open MS PowerPoint .ppt file,2013/8/7 15:20
2819,Installation,code,dirk.voelzke,CLOSED,FIXED,setup crashes when LOGNAME is unset,2003/9/8 16:53
37876,Impress,save-export,marc.neumann,CLOSED,FIXED,background of page 1 in bugdoc is not exported to ppt,2005/1/10 14:22
67,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,project documentation not accessible via anonymous CVS,2003/12/6 14:52
66345,Impress,ui,wolframgarten,CLOSED,FIXED,warnings01: Freeeze when starting presentation,2006/6/26 15:13
103757,Impress,code,wolframgarten,CLOSED,FIXED,"Paste slide continuously in thumbnail under Slide Sorter view, crash OOo",2009/11/17 21:11
54071,Impress,programming,wolframgarten,CLOSED,FIXED,crash after I insert a chart into the second master page,2005/11/10 13:49
39440,Infrastructure,_openoffice.org CVS (obsolete),mmeeks,CLOSED,FIXED,ssh key change ...,2008/12/5 17:12
73681,Impress,programming,christian.guenther,CLOSED,FIXED,Crash When switch Application from Simpress and Scalc or Swriter,2008/7/3 13:15
877,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,Please add the following banner to the front page,2003/12/6 14:52
47535,Impress,editing,christian.guenther,CLOSED,FIXED,Impress text disappears,2005/5/2 18:22
64319,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when starting presentation in asia multilanguage PU8,2006/5/8 13:33
41710,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when reloading saved ppt-file,2005/2/28 14:28
34504,Impress,ui,wolframgarten,CLOSED,FIXED,Fullscreen presentation only uses part of the window,2004/11/18 10:34
62302,Installation,code,olaf-openoffice,CLOSED,FIXED,Mandriva menuintegration rpms are missing,2006/2/21 9:51
38033,Internationalization,code,ivo.hinkelmann,CLOSED,FIXED,localize -m: error in sw/source/ui/dialog/regionsw.src,2013/8/7 15:00
16297,Impress,code,christian.guenther,CLOSED,FIXED,Password appears when I load a doc with the autopilot and save the doc.,2006/10/5 15:43
53947,Infrastructure,Website general issues,stx123,CLOSED,FIXED,Staticized pages are not updated,2008/5/17 23:41
58768,Impress,programming,wolframgarten,CLOSED,FIXED,crash after I cut the second master page in slide/notes master view,2013/8/7 15:20
38290,Impress,ui,wolframgarten,CLOSED,FIXED,No custom animations available.,2004/12/10 9:13
18958,Infrastructure,Website general issues,non-migrated,RESOLVED,FIXED,Block 2 machines from teleglobe.net from HTTP access,2009/1/23 7:01
4311,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,rsync access for ftp.gwdg.de (134.76.11.100),2003/12/6 14:52
4583,Impress,ui,christian.guenther,CLOSED,FIXED,saving  presentation pictures lost,2003/9/8 16:54
